,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Imprint:,Description:,Notes:,Copyright Claimant:,Date of Creation:,Date of Publication:,Previous Registration:,Basis of Claim:,Variant title:,Other Title:,Names:,Series:,Copyright Note:,Authorship on Application:,Edition:
86,['Map'],['VA0001060567 / 1998-11-03 '],"['Sanborn Map, Honomu, HI 1987; Sanborn fire insurance map.']","['Honomu, Hawaii.']","['Honomu, HI']",[],['Sheets.'],[],"['EDR Sanborn, Inc.']",['1987'],['1987-05-01  '],['Map versions prev. pub.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn Map, Honomu, HI 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Sanborn Map Company, Inc., employer for hire.']",[]
87,['Text'],"['RE0000793251 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan65  ']",[],"['Huntington, West Virginia.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Huntington, West Virginia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
88,['Text'],"['RE0000793252 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Huntington, West Virginia.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],['New Matter: new cartographic additions & revisions.'],"['Huntington, West Virginia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[]
89,['Map'],['VAu000367496 / 1997-05-05 '],['Digital Sanborn maps for Idaho.'],"['Idaho : vol. CD205 / Environmental Data Resources, Inc.']",['Idaho'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Idaho.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
90,['Map'],['VAu000383601 / 1997-03-21 '],['Digital Sanborn maps for Illinois.'],"['Illinois, 11/06/96 : vol. CD10 / Environmental Data Resources, Inc.']",['Illinois'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Illinois']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
91,['Map'],['VAu000367501 / 1997-05-05 '],['Digital Sanborn maps for Indiana.'],"['Indiana : vol. CD170 / Environmental Data Resources, Inc.']",['Indiana'],[],['CD-ROM.'],[],"['EDR Sanborn, Inc. (employer for hire)']",['1996'],[],['Preexisting material: prev. pub. maps.'],['New Matter: editing and new organization of maps.'],[],"['Sanborn maps', 'Digital Sanborn maps for Indiana.']","['Environmental Data Resources, Inc.', 'EDR Sanborn, Inc.']",['Sanborn maps'],['C.O. correspondence.'],[],[]
92,['Map'],['VA0000936835 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 16, 1995; Sanborn fire insurance map.']","['Insurance maps borough of Brooklyn, City of NY : vol. 16.']",['Brooklyn'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-02-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps borough of Brooklyn, City of NY : vol. 16.']","['Sanborn map, Brooklyn, New York, vol. 16, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 2/95.']
93,['Map'],['VA0000936823 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 2, 1992; Sanborn fire insurance map.']","['Insurance maps city of New York, borough of Manhattan, City of NY : vol. 2.']",['Manhattan'],[],['4 p.'],[],"['EDR Sanborn, Inc.']",['1992'],['1992-01-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan, City of NY : vol. 2.']","['Sanborn map, Manhattan, New York, vol. 2, 1992', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['1992 rev.']
94,['Map'],['VA0000936824 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 1S, 1996; Sanborn fire insurance map.']","['Insurance maps city of New York, borough of Manhattan : vol. 1S.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1996'],['1996-08-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan : vol. 1S.']","['Sanborn map, Manhattan, New York, vol. 1S, 1996', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev 8/96.']
95,['Map'],['VA0000936821 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 2, 1993; Sanborn fire insurance map.']","['Insurance maps city of New York, borough of Manhattan : vol. 2.']",['Manhattan'],[],['4 p.'],[],"['EDR Sanborn, Inc.']",['1993'],['1993-11-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan : vol. 2.']","['Sanborn map, Manhattan, New York, vol. 2, 1993', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 1991.']
96,['Map'],['VA0000936819 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 1N, 1995; Sanborn fire insurance map.']","['Insurance maps Manhattan, New York : vol. 1N.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-09-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 1N.']","['Sanborn map, Manhattan, New York, vol. 1N, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 9/95.']
97,['Map'],['VA0000936818 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 5N, 1992; Sanborn fire insurance map.']","['Insurance maps Manhattan, New York : vol. 1N.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1992'],['1992-10-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 1N.']","['Sanborn map, Manhattan, New York, vol. 5N, 1992', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['1992 rev.']
98,['Map'],['VA0000936815 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 3, 1992; Sanborn fire insurance map.']","['Insurance maps Manhattan, New York : vol. 3.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1992'],['1992-12-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 3.']","['Sanborn map, Manhattan, New York, vol. 3, 1992', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['1992 rev.']
99,['Map'],['VA0000936814 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 3, 1991; Sanborn fire insurance map.']","['Insurance maps Manhattan, New York : vol. 3.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1991'],['1991-01-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 3.']","['Sanborn map, Manhattan, New York, vol. 3, 1991', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 1991']
100,['Map'],['VA0000936836 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 8N, 1995; Sanborn fire insurance map.']","['Insurance maps Manhattan, New York : vol. 8 North.']",['Manhattan'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-06-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 8 North.']","['Sanborn map, Manhattan, New York, vol. 8N, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 6/95.']
101,['Map'],['VA0000936837 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 8N, 1996; Sanborn fire insurance map.']","['Insurance maps New York, borough of Manhattan : vol. 8 North.']",['Manhattan'],[],['6 p.'],[],"['EDR Sanborn, Inc.']",['1996'],['1996-07-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps New York, borough of Manhattan : vol. 8 North']","['Sanborn map, Manhattan, New York, vol. 8N, 1996', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 7/96.']
102,['Map'],['VA0001060568 / 1998-11-03 '],"['Sanborn Map, Auburn, Maine 1988; Sanborn fire insurance map.']","['Insurance maps of Auburn, Maine.']","['Auburn, ME']",[],['Sheets.'],[],"['EDR Sanborn, Inc.']",['1988'],['1988-01-01  '],['Map versions prev. pub.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn Map, Auburn, Maine 1988', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",[]
103,['Map'],['VA0001058468 / 1998-11-03 '],"['Sanborn map, Auburn, Maine, 1983; Sanborn fire insurance map.']","['Insurance maps of Auburn, Maine.']","['Auburn, ME']",[],[],[],"['EDR Sanborn, Inc.']",['1983'],['1983-01-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Auburn, Maine, 1983', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. to 1983.']
104,['Map'],['VA0001058467 / 1998-11-03 '],"['Sanborn map, Auburn, Maine, 1980; Sanborn fire insurance map.']","['Insurance maps of Auburn, Maine.']","['Auburn, ME']",[],[],[],"['EDR Sanborn, Inc.']",['1980'],['1980-01-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Auburn, Maine, 1980', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. to 1980.']
105,['Map'],['VA0001058445 / 1998-11-03 '],"['Sanborn map, Bangor, Maine, 1987; Sanborn fire insurance map.']","['Insurance maps of Bangor, Maine.']","['Bangor, ME']",[],[],[],"['EDR Sanborn, Inc.']",['1987'],['1987-01-01  '],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],[],"['Sanborn map, Bangor, Maine, 1987', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],"['Sanborn Map Company, employer for hire.']",['Rev. to 1987.']
106,['Map'],['VA0000936877 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 11, 1995.']","['Insurance maps of Brooklyn, New York : vol. 11.']",['Brooklyn'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-12-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 11.']","['Sanborn map, Brooklyn, New York, vol. 11, 1995.']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 12/95.']
107,['Map'],['VA0000936889 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 8, 1995; Sanborn fire insurance map.']","['Insurance maps of Brooklyn, New York : vol. 11.']",['Brooklyn'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-01-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 11.']","['Sanborn map, Brooklyn, New York, vol. 8, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 1/95.']
108,['Map'],['VA0000936808 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 14, 1996; Sanborn fire insurance map.']","['Insurance maps of Brooklyn, New York : vol. 14.']",['Brooklyn'],[],['4 p.'],[],"['EDR Sanborn, Inc.']",['1996'],['1996-08-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 14.']","['Sanborn map, Brooklyn, New York, vol. 14, 1996', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 8/96.']
109,['Map'],['VA0000936870 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 14, 1995; Sanborn fire insurance map.']","['Insurance maps of Brooklyn, New York : vol. 14.']",['Brooklyn'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1993-04-01  '],['Preesisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 14.']","['Sanborn map, Brooklyn, New York, vol. 14, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['map: Sanborn Map Company, Inc., employer for hire.']",['Rev. 4/95.']
110,['Map'],['VA0000936806 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 15, 1995; Sanborn fire insurance map.']","['Insurance maps of Brooklyn, New York : vol. 15.']",['Brooklyn'],[],['3 p.'],[],"['EDR Sanborn, Inc.']",['1995'],['1995-02-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 15.']","['Sanborn map, Brooklyn, New York, vol. 15, 1995', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 2/95.']
111,['Map'],['VA0000936799 / 1998-12-28 '],"['Sanborn map, Brooklyn, New York, vol. 16, 1996; Sanborn fire insurance map.']","['Insurance maps of Brooklyn, New York : vol. 16.']",['Brooklyn'],[],['5 p.'],[],"['EDR Sanborn, Inc.']",['1996'],['1996-02-01  '],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps of Brooklyn, New York : vol. 16.']","['Sanborn map, Brooklyn, New York, vol. 16, 1996', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",[],['C.O. correspondence.'],['map: Sanborn Map Company.'],['Rev. 2/1996.']
